"city","state","date","association","church","organized","members","minister","ordained","settled","race","citation","lon","lat","jlat","jlon","url"
"Newburyport","MA","1853-06","Essex North Association","North Church",1768,346,"L. F. Dimmick","","1819","","The Year-book of the American Congregational Union for the Year 1854 (pp. 48-49)",-70.8772751,42.8125913,42.8077097415856,-70.8854870472131,"https://archive.org/stream/americancongrega04amer#page/48/mode/1up"
"Newburyport","MA","1853-06","Essex North Association","Temple Street Church",1793,NA,"R. Campbell","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 48-49)",-70.8772751,42.8125913,42.8181341528621,-70.8889698205189,"https://archive.org/stream/americancongrega04amer#page/48/mode/1up"
"Newburyport","MA","1853-06","Essex North Association","Whitefield Church",1850,122,"S. J. Spaulding","","1851","","The Year-book of the American Congregational Union for the Year 1854 (pp. 48-49)",-70.8772751,42.8125913,42.8066776804699,-70.8803698788307,"https://archive.org/stream/americancongrega04amer#page/48/mode/1up"
"Rowley","MA","1853-06","Essex North Association","",1639,149,"John Pike","","1840","","The Year-book of the American Congregational Union for the Year 1854 (pp. 48-49)",-70.8787277,42.7167483,42.7167483,-70.8787277,"https://archive.org/stream/americancongrega04amer#page/48/mode/1up"
"Salisbury","MA","1853-06","Essex North Association","",1718,NA,"B. Sawyer","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 48-49)",-70.8605982,42.841723,42.841723,-70.8605982,"https://archive.org/stream/americancongrega04amer#page/48/mode/1up"
"W. Newbury","MA","1853-06","Essex North Association","First Church",1698,NA,"","","","","The Year-book of the American Congregational Union for the Year 1854 (pp. 48-49)",-70.989778,42.8014795,42.804248126886,-70.9952636015272,"https://archive.org/stream/americancongrega04amer#page/48/mode/1up"
"W. Newbury","MA","1853-06","Essex North Association","Second Church",1731,161,"J. Q. A. Edgell","","1832","","The Year-book of the American Congregational Union for the Year 1854 (pp. 48-49)",-70.989778,42.8014795,42.7933061736061,-70.9937454532634,"https://archive.org/stream/americancongrega04amer#page/48/mode/1up"
"Beverly","MA","1853-06","Essex South Association","Washington Street Church",1837,128,"A. B. Rich","","1852","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.880049,42.5584283,42.5666528422543,-70.8807191951729,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Danvers","MA","1853-06","Essex South Association","Second Church",1713,257,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.932122,42.5750009,42.5662605629258,-70.928010205027,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Danvers","MA","1853-06","Essex South Association","Third Church",1844,81,"James Fletcher","","1849","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.932122,42.5750009,42.5811480620502,-70.9277535534386,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Essex","MA","1853-06","Essex South Association","",1681,150,"R. Crowell","","1814","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.7829315,42.6319582,42.6319582,-70.7829315,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Gloucester","MA","1853-06","Essex South Association","Harbor",1829,129,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.6619888,42.6159285,42.6091336202868,-70.6557761791075,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Gloucester","MA","1853-06","Essex South Association","North",1830,42,"Edwin Seabury","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.6619888,42.6159285,42.6119055489194,-70.6513481682355,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Gloucester","MA","1853-06","Essex South Association","West",1829,40,"Levi Wheaton","","1850","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.6619888,42.6159285,42.6125467799106,-70.6556077616986,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Hamilton","MA","1853-06","Essex South Association","",1714,156,"J. H. Mordough","","1850","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.8431049,42.6362052,42.6362052,-70.8431049,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Ipswich","MA","1853-06","Essex South Association","South",1747,207,"Daniel Fitz","","1826","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.8411558,42.6791832,42.6876645635574,-70.8477217550211,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Lynnfield","MA","1853-06","Essex South Association","",1715,39,"U. W. Condit","","1850","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-71.0465638,42.53869,42.53869,-71.0465638,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Manchester","MA","1853-06","Essex South Association","",1716,265,"Rufus Taylor","","1852","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.7675967,42.577834,42.577834,-70.7675967,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Middleton","MA","1853-06","Essex South Association","",1729,181,"J. A. Hood","","1850","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-71.0161643,42.5950939,42.5950939,-71.0161643,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Rockport","MA","1853-06","Essex South Association","",1755,328,"W. Gale","","1836","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.620363,42.6556505,42.6556505,-70.620363,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Salem","MA","1853-06","Essex South Association","Crombie Street Church",1832,230,"J. M. Hoppin","","1850","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.8967155,42.51954,42.5193869040106,-70.8980932341306,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Salem","MA","1853-06","Essex South Association","Howard Street Church",1803,97,"E. W. Allen","","1852","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.8967155,42.51954,42.5210346545111,-70.9016651227466,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Salem","MA","1853-06","Essex South Association","Third Church",1775,347,"B. Emerson; J. E. Dwinell","","1805; 1849","","The Year-book of the American Congregational Union for the Year 1854 (p. 49)",-70.8967155,42.51954,42.5280524747411,-70.9050048969372,"https://archive.org/stream/americancongrega04amer#page/49/mode/1up"
"Ashfield","MA","1853-06","Franklin Association","",1763,180,"William H. Gilber","","1851","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.788426,42.5264745,42.5264745,-72.788426,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Bernardston","MA","1853-06","Franklin Association","",1824,63,"Charles Kendall","","1844","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.5483277,42.6710048,42.6710048,-72.5483277,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Buckland","MA","1853-06","Franklin Association","",1785,190,"Asa B. Smith","","1848","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.7917601,42.592307,42.592307,-72.7917601,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Charlemont","MA","1853-06","Franklin Association","East",1845,80,"Aaron Foster","","1850","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.8698183,42.627862,42.6320527742257,-72.8741286343714,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Charlemont","MA","1853-06","Franklin Association","West",1788,87,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.8698183,42.627862,42.6360529818425,-72.8583554716989,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Colerain","MA","1853-06","Franklin Association","",1750,42,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-71.1364054,42.357756,42.357756,-71.1364054,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Conway","MA","1853-06","Franklin Association","",1768,342,"George M. Adams","","1851","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.6995349,42.5098085,42.5098085,-72.6995349,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Deerfield","MA","1853-06","Franklin Association","[First Congregational Church]",1835,85,"Alfred E. Ives","","1849","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.6056435,42.5445588,42.5400085220477,-72.6118126682332,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Deerfield","MA","1853-06","Franklin Association","South",1818,86,"Moses K. Cross","","1850","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.6056435,42.5445588,42.5416724605065,-72.6099604452137,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Deerfield","MA","1853-06","Franklin Association","Monument Church",1848,77,"David A. Strong","","1849","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.6056435,42.5445588,42.5407995156169,-72.6036760480223,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Erving","MA","1853-06","Franklin Association","",1832,21,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.3981416,42.6000863,42.6000863,-72.3981416,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Gill","MA","1853-06","Franklin Association","",1793,46,"Josiah W. Canning; Edward F. Brooks","","1839; 1851","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.4996367,42.6408105,42.6408105,-72.4996367,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Greenfield","MA","1853-06","Franklin Association","First Church",1754,50,"A. Chandler","","1832","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.5994104,42.587915,42.5942684532061,-72.5886178310395,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Greenfield","MA","1853-06","Franklin Association","Second Church",1817,181,"George C. Partridge","","1848","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.5994104,42.587915,42.5913373577276,-72.6039514949598,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Hawley","MA","1853-06","Franklin Association","East",1793,97,"Henry Seymour","","1849","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.9132446,42.605083,42.5970755102184,-72.9214072518056,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Hawley","MA","1853-06","Franklin Association","West",1825,59,"John Eastman","","1847","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.9132446,42.605083,42.6011899489578,-72.9130497513217,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Heath","MA","1853-06","Franklin Association","",1785,117,"Alpheus Graves","","1851","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.8217618,42.673417,42.673417,-72.8217618,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Montague","MA","1853-06","Franklin Association","",1752,134,"James H. Merrill","","1839","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.5353437,42.5355277,42.5355277,-72.5353437,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Northfield","MA","1853-06","Franklin Association","",1825,61,"","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.4528885,42.6959093,42.6959093,-72.4528885,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Orange","MA","1853-06","Franklin Association","[First Congregational Church]",1846,50,"David Peck","","1852","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.3097914,42.590354,42.5933739278546,-72.3100453924702,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Orange","MA","1853-06","Franklin Association","North",1843,28,"Benjamin F. Clarke","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.3097914,42.590354,42.5887729430363,-72.3082433244033,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Rowe","MA","1853-06","Franklin Association","",1833,28,"Jeremiah Pomroy","","","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.899542,42.6934166,42.6934166,-72.899542,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Shelburne","MA","1853-06","Franklin Association","",1770,125,"T. Packard; T. Packard Jr.","","1799; 1828","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.6884244,42.5898074,42.5984676189026,-72.6826607566614,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
"Shelburne","MA","1853-06","Franklin Association","Falls",1850,77,"George F. Bronson","","1851","","The Year-book of the American Congregational Union for the Year 1854 (p. 50)",-72.6884244,42.5898074,42.5834036004446,-72.6898002730704,"https://archive.org/stream/americancongrega04amer#page/50/mode/1up"
